expression,reading,meaning,tags,guid,example_jp,example_reading_hiragana,example_ko
逃げ出す,にげだす,도망치다,JLPT_1 JLPT,fl)eIr9*lI,犬が開いた門から逃げ出した。,いぬがあいたもんからにげだした。,개가 열린 문으로 도망쳤다.
西日,にしび,석양·서쪽으로 지는 해,JLPT_1 JLPT,K3I7nq2l;L,午後の西日が部屋の奥まで差し込む。,ごごのにしびがへやのおくまでさしこむ。,오후의 석양빛이 방 안쪽까지 들어온다.
滲む,にじむ,번지다·스며 나오다,JLPT_1 JLPT,o9up<Sz=ve,雨で看板の文字が滲んで読めない。,あめでかんばんのもじがにじんでよめない。,비에 간판 글자가 번져 읽을 수 없다.
にせ物,にせもの,가짜·모조품,JLPT_1 JLPT,A=&EK6O#1I,その時計は本物に見えるがにせ物だ。,そのとけいはほんものにみえるがにせものだ。,그 시계는 진짜처럼 보이지만 가짜다.
日夜,にちや,밤낮·언제나,JLPT_1 JLPT,i%dEbeqYtB,研究者たちは日夜新薬の開発に励んでいる。,けんきゅうしゃたちはにちやしんやくのかいはつにはげんでいる。,연구자들은 밤낮으로 신약 개발에 힘쓰고 있다.
荷造り,にづくり,짐 꾸리기·포장,JLPT_1 JLPT,qOwG&WZKL2,旅行の前夜に急いで荷造りした。,りょこうのぜんやにいそいでにづくりした。,여행 전날 밤에 서둘러 짐을 꾸렸다.
担う,になう,짊어지다·떠맡다,JLPT_1 JLPT,F#SgKxy?S*,若い世代が社会の未来を担う。,わかいせだいがしゃかいのみらいをになう。,젊은 세대가 사회의 미래를 짊어진다.
鈍る,にぶる,둔해지다·무뎌지다,JLPT_1 JLPT,L.(Z=bmrwj,疲れると判断力が鈍る。,つかれるとはんだんりょくがにぶる。,피곤하면 판단력이 둔해진다.
にも関わらず,にもかかわらず,~임에도 불구하고,JLPT_1 JLPT,KlWPE-D`h0,大雨にも関わらず試合は続けられた。,おおあめにもかかわらずしあいはつづけられた。,폭우에도 불구하고 경기는 계속되었다.
ニュアンス,ニュアンス,뉘앙스,JLPT_1 JLPT,LUTAFMalyV,同じ言葉でも使い方でニュアンスが変わる。,おなじことばでもつかいかたでにゅあんすがかわる。,같은 말도 쓰임에 따라 뉘앙스가 달라진다.
ニュー,ニュー,뉴·새로운,JLPT_1 JLPT,"Gfvoid,rAZ",車のニューモデルが来月発売される。,くるまのにゅーもでるがらいげつはつばいされる。,자동차의 신형 모델이 다음 달 출시된다.
入手,にゅうしゅ,입수,JLPT_1 JLPT,KYs]w;nq{f,希少な資料をようやく入手した。,きしょうなしりょうをようやくにゅうしゅした。,희귀한 자료를 마침내 입수했다.
入賞,にゅうしょう,입상,JLPT_1 JLPT,"QQ,s.4v3{f",写真コンテストで入賞した。,しゃしんこんてすとでにゅうしょうした。,사진 대회에서 입상했다.
入浴,にゅうよく,입욕·목욕,JLPT_1 JLPT,K$j=e4Tdlp,入浴前にお湯の温度を確かめた。,にゅうよくまえにおゆのおんどをたしかめた。,목욕하기 전에 물의 온도를 확인했다.
尿,にょう,소변·뇨,JLPT_1 JLPT,jT5|c!zG9i,検査のため尿を容器に採取した。,けんさのためにょうをようきにさいしゅした。,검사를 위해 소변을 용기에 채취했다.
認識,にんしき,인식,JLPT_1 JLPT,"sX|,Qiq}<w",問題の深刻さを皆が認識している。,もんだいのしんこくさをみんながにんしきしている。,모두가 문제의 심각성을 인식하고 있다.
妊娠,にんしん,임신,JLPT_1 JLPT,j|`SG%:20Y,妊娠中は定期的に検診を受ける。,にんしんちゅうはていきてきにけんしんをうける。,임신 중에는 정기적으로 검진을 받는다.
任務,にんむ,임무,JLPT_1 JLPT,h6lc;]{2nu,隊員は無事に任務を終えた。,たいいんはぶじににんむをおえた。,대원은 무사히 임무를 마쳤다.
任命,にんめい,임명,JLPT_1 JLPT,En]Zo|mh[y,彼女が新しい部長に任命された。,かのじょがあたらしいぶちょうににんめいされた。,그녀가 새로운 부장으로 임명되었다.
抜かす,ぬかす,빼먹다·생략하다,JLPT_1 JLPT,B_-9.@R#h`,一人抜かして名前を呼んでしまった。,ひとりぬかしてなまえをよんでしまった。,한 사람을 빼먹고 이름을 불러 버렸다.
抜け出す,ぬけだす,빠져나가다·살짝 도망치다,JLPT_1 JLPT,pLSh/TV^OR,混雑した会場から外へ抜け出した。,こんざつしたかいじょうからそとへぬけだした。,붐비는 행사장에서 밖으로 빠져나왔다.
主,ぬし,주인·임자,JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,f$iPQS#{]6,この池の主と呼ばれる大きな魚がいる。,このいけのぬしとよばれるおおきなさかながいる。,이 연못의 주인이라 불리는 큰 물고기가 있다.
沼,ぬま,늪,JLPT_1 JLPT,q-TqHFf#eJ,沼の周りには多くの水鳥がいる。,ぬまのまわりにはおおくのみずどりがいる。,늪 주변에는 많은 물새가 있다.
音色,ねいろ,음색,JLPT_1 JLPT,C=~bfd:qmo,古い楽器の柔らかな音色が響いた。,ふるいがっきのやわらかなねいろがひびいた。,오래된 악기의 부드러운 음색이 울렸다.
値打ち,ねうち,가치·값어치,JLPT_1 JLPT,s_}27&HmzM,この絵には高い値打ちがある。,このえにはたかいねうちがある。,이 그림에는 높은 가치가 있다.
ネガ,ネガ,네거티브·네가,JLPT_1 JLPT,tRtoeF@*NA,古い写真のネガを大切に保管している。,ふるいしゃしんのねがをたいせつにほかんしている。,오래된 사진의 네거티브 필름을 소중히 보관하고 있다.
寝かせる,ねかせる,재우다·눕히다·발효시키다,JLPT_1 JLPT,i8aC;^zTA&,パン生地を一晩寝かせてから焼く。,ぱんきじをひとばんねかせてからやく。,빵 반죽을 하룻밤 숙성한 뒤 굽는다.
ねじまわし,ねじまわし,나사돌개·드라이버,JLPT_1 JLPT,lC3$+z.Dp9,ねじまわしで緩んだネジを締めた。,ねじまわしでゆるんだねじをしめた。,드라이버로 느슨해진 나사를 조였다.
捩れる,ねじれる,비틀리다·뒤틀리다,JLPT_1 JLPT,Shp4gNU#M,強い風で看板の支柱が捩れた。,つよいかぜでかんばんのしちゅうがねじれた。,강한 바람에 간판 지지대가 뒤틀렸다.
妬む,ねたむ,시기하다·질투하다,JLPT_1 JLPT,LkwOsP2luZ,他人の成功を妬んでも何も変わらない。,たにんのせいこうをねたんでもなにもかわらない。,남의 성공을 질투해도 아무것도 달라지지 않는다.
強請る,ねだる,조르다,JLPT_1 JLPT,bqJI({hGlV,子どもがおもちゃを買ってほしいと強請った。,こどもがおもちゃをかってほしいとねだった。,아이가 장난감을 사 달라고 졸랐다.
熱意,ねつい,열의,JLPT_1 JLPT,rd11dz%oP<,彼は仕事に強い熱意を持っている。,かれはしごとにつよいねついをもっている。,그는 일에 강한 열의를 가지고 있다.
熱湯,ねっとう,열탕·끓는 물,JLPT_1 JLPT,yBQ@*k[rMd,熱湯を扱うときは十分注意してください。,ねっとうをあつかうときはじゅうぶんちゅういしてください。,끓는 물을 다룰 때는 충분히 주의해 주세요.
熱量,ねつりょう,열량,JLPT_1 JLPT,yVC<gDS.Nb,運動量に応じて必要な熱量も変わる。,うんどうりょうにおうじてひつようなねつりょうもかわる。,운동량에 따라 필요한 열량도 달라진다.
粘り,ねばり,끈기,JLPT_1 JLPT,BvIS%RjDgh,最後まで諦めない粘りを見せた。,さいごまであきらめないねばりをみせた。,끝까지 포기하지 않는 끈기를 보였다.
粘る,ねばる,끈적거리다·버티다,JLPT_1 JLPT,q5idXyJ?~3,彼は最後まで粘って好機を待った。,かれはさいごまでねばってこうきをまった。,그는 끝까지 버티며 기회를 기다렸다.
値引き,ねびき,할인·가격 인하,JLPT_1 JLPT,ppHz}aRok7,店員に頼んで少し値引きしてもらった。,てんいんにたのんですこしねびきしてもらった。,점원에게 부탁해 조금 할인받았다.
根回し,ねまわし,사전 교섭·밑작업,JLPT_1 JLPT,k|jB&4ScOn,会議の前に関係者への根回しを済ませた。,かいぎのまえにかんけいしゃへのねまわしをすませた。,회의 전에 관계자들과 사전 교섭을 마쳤다.
眠たい,ねむたい,졸린,JLPT_1 JLPT,A:U[i:g3Mu,昨夜は眠れなかったので朝から眠たい。,さくやはねむれなかったのであさからねむたい。,어젯밤 잠을 못 자서 아침부터 졸리다.
練る,ねる,반죽하다·누이다·무두질하다,JLPT_1 JLPT,OcA{._U(He,小麦粉に水を加えて生地をよく練る。,こむぎこにみずをくわえてきじをよくねる。,밀가루에 물을 더해 반죽을 잘 치댄다.
念,ねん,생각·일념·주의,JLPT_1 JLPT,uVWX2{yDLk,念のため出発時刻をもう一度確認した。,ねんのためしゅっぱつじこくをもういちどかくにんした。,혹시 몰라 출발 시각을 한 번 더 확인했다.
年賀,ねんが,신년 축하·연하장,JLPT_1 JLPT,P$?kkzx-4;,年賀の挨拶を手紙で送った。,ねんがのあいさつをてがみでおくった。,새해 인사를 편지로 보냈다.
念願,ねんがん,염원,JLPT_1 JLPT,N2]ye^.%%-,長年の念願だった店をついに開いた。,ながねんのねんがんだったみせをついにひらいた。,오랜 염원이던 가게를 마침내 열었다.
年号,ねんごう,연호,JLPT_1 JLPT,bLo0`T)GZr,新しい年号が正式に発表された。,あたらしいねんごうがせいしきにはっぴょうされた。,새로운 연호가 정식으로 발표되었다.
燃焼,ねんしょう,연소,JLPT_1 JLPT,zKpI9!^gxJ,酸素が足りないと燃料は十分に燃焼しない。,さんそがたりないとねんりょうはじゅうぶんにねんしょうしない。,산소가 부족하면 연료는 충분히 연소하지 않는다.
年長,ねんちょう,연장·고령,JLPT_1 JLPT,L5;%C?!rKM,年長の子が小さい子の面倒を見た。,ねんちょうのこがちいさいこのめんどうをみた。,나이가 더 많은 아이가 어린아이를 돌봤다.
燃料,ねんりょう,연료,JLPT_1 JLPT,rltcX_fvi[,災害に備えて車の燃料を満タンにした。,さいがいにそなえてくるまのねんりょうをまんたんにした。,재해에 대비해 자동차 연료를 가득 채웠다.
年輪,ねんりん,연륜·나이테,JLPT_1 JLPT,b+fwXle>0o,切り株の年輪を数えて木の年齢を調べた。,きりかぶのねんりんをかぞえてきのねんれいをしらべた。,나이테를 세어 나무의 나이를 알아봤다.
ノイローゼ,ノイローゼ,노이로제,JLPT_1 JLPT,"J+@dVGG,?/",仕事の悩みでノイローゼになった。,しごとのなやみでのいろーぜになった。,직장 고민으로 노이로제에 걸렸다.
農耕,のうこう,농경,JLPT_1 JLPT,s|V;EQ<DFG,農耕の始まりによって人々の生活は大きく変わった。,のうこうのはじまりによってひとびとのせいかつはおおきくかわった。,농경의 시작으로 사람들의 생활은 크게 바뀌었다.
農場,のうじょう,농장,JLPT_1 JLPT,f{r<5W&Bpu,叔父は広い農場で牛を育てている。,おじはひろいのうじょうでうしをそだてている。,삼촌은 넓은 농장에서 소를 기르고 있다.
農地,のうち,농지,JLPT_1 JLPT,gFlV*(m#WE,使われていない農地を畑として再生した。,つかわれていないのうちをはたけとしてさいせいした。,쓰이지 않던 농지를 밭으로 되살렸다.
納入,のうにゅう,납입,JLPT_1 JLPT,K9YdM1s/F>,期限までに授業料を納入してください。,きげんまでにじゅぎょうりょうをのうにゅうしてください。,기한까지 수업료를 납부해 주세요.
逃す,のがす,놓치다,JLPT_1 JLPT,cfjj1lW1R,絶好の得点機会を逃してしまった。,ぜっこうのとくてんきかいをのがしてしまった。,절호의 득점 기회를 놓치고 말았다.
逃れる,のがれる,벗어나다·면하다,JLPT_1 JLPT,ur0/yS?G.F,彼は事故の責任を逃れようとした。,かれはじこのせきにんをのがれようとした。,그는 사고의 책임을 피하려 했다.
軒並,のきなみ,집집마다·일제히,JLPT_1 JLPT,gYh0C^=J<1,原料価格の上昇で商品が軒並み値上がりした。,げんりょうかかくのじょうしょうでしょうひんがのきなみねあがりした。,원료 가격 상승으로 상품 가격이 일제히 올랐다.
望ましい,のぞましい,바람직한,JLPT_1 JLPT,O~bUfdZRZc,双方が納得できる解決が望ましい。,そうほうがなっとくできるかいけつがのぞましい。,양측이 납득할 수 있는 해결이 바람직하다.
乗っ取る,のっとる,빼앗다·가로채다·점거하다,JLPT_1 JLPT,D>275*`Xs9,反乱軍が放送局を乗っ取った。,はんらんぐんがほうそうきょくをのっとった。,반란군이 방송국을 점거했다.
長閑,のどか,화창한·평온한,JLPT_1 JLPT,IT.<Z@]SZ.,春の長閑な田園をゆっくり歩いた。,はるののどかなでんえんをゆっくりあるいた。,봄의 평온한 전원을 천천히 걸었다.
罵る,ののしる,욕설을 퍼붓다·매도하다,JLPT_1 JLPT,o]7]HcCGpH,彼は怒って相手を激しく罵った。,かれはおこってあいてをはげしくののしった。,그는 화가 나 상대에게 심하게 욕설을 퍼부었다.
